SQ,1512673
ST,1477294
STNE,1745431
SWK,93556
SYF,1601712
TDG,1260221
TDY,1094285
TREX,1069878
TRMB,864749
TRI,1075124
TRU,1552033
TSP,1823593
TT,1466258
TTC,737758
TXT,217346
UAL,100517
UNP,100885
UPS,1090727
URI,1067701
V,1403161
VMC,1396009
VMI,102729
VNT,1786842
VRSK,1442145
WAB,943452
WAT,1000697
WCN,1318220
WEX,1309108
WM,823768
WMS,1604028
WRK,1732845
WSO,105016
WU,1365135
WWD,108312
XPO,1166003
XYL,1524472
ZBRA,877212
AA,1675149
AAL,6201
AEM,2809
AI,1577526
ALB,915913
AMCR,1748790
APD,2969
ASH,1674862
AVY,8818
AXTA,1616862
BHP,811809
BLL,9389
CC,1627223
CE,1306830
CF,1324404

CLF,764065
CMC,22444
CTVA,1755672
DD,1666700
DOW,1751788
DSM,855887
ECL,31462
EMN,915389
ESI,1590714
FAST,815556
FCX,831259

FMC,37785
FNV,1456346
HEI,46619
HUN,1307954
HXL,717605
IFF,51253
IP,51434
JHX,1159152

LIN,1707925
LYB,1489393
MLM,916076
MOS,1285785
MP,1801368
MT,1243429
NEM,1164727
NEU,1282637
NGVT,1653477
NUE,73309
NTR,1725964
OLN,74303
PKG,75677
PPG,79879
RGLD,85535
RIO,863064
RPM,110621
RS,861884
SCCO,1001838
SEE,1012100
SHW,89800
SLVM,1856485
SMG,825542
SQM,909037
STLD,1022671
TKR,98362

UNVR,1494319
VALE,917851
VVV,1674910
VMC,1396009
WLK,1262823
WPM,1323404
WRK,1732845
X,1163302
AAPL,320193
ACN,1467373
ADI,6281
ADTN,926282
ALOT,8146
AMAT,6951
AMOT,46129
APH,820313
ASML,937966
ASX,1122411
ATVI,718877
AVGO,1730168
AVT,8858
AYI,1144215
BDC,913142
BKTI,2186
BLKB,1280058
BMI,9092
CCMP,1102934
CCUR,0000749038
CDK,1609702
CDW,1402057
CGNX,851205
CLRO,840715
CMTL,23197
COHU,21535
CPSI,1169445
CSCO,858877
CSGS,1005757
CSPI,356037
CTS,26058
DAKT,915779
DBD,28823
DOX,1062579
DXC,1688568
EBIX,814549
ENR,1632790
ENS,1289308
ERIC,717826
ESE,866706
ESP,33533
EVTC,1559865
FICO,814547

FTV,1659166
GLW,24741
GRMN,1121788
HIMX,1342338
HPE,1645590
HPQ,47217
HURC,315374
IBM,51143
INFY,1067491
INTC,50863
INTU,896878
ISDR,843006
ITRN,1337117
JBL,898293
JCS,22701
JNPR,1043604
KLAC,319201
LDOS,1336920
LFUS,889331
LOGI,1032975
LPL,1290109
LRCX,707549
LYTS,763532
MANT,892537
MAXR,1121142
MCHP,827054
MEI,65270
MGIC,876779
MIXT,1576914
MKSI,1049502
MLAB,724004
MNDO,1119083
MPWR,1280452
MRVL,1835632
MSFT,789019
MSI,68505
MTSC,0001770818
NATI,935494
NICE,1003935
NOK,924613
NTAP,1002047
NTES,1110646
NTP,829365
NVDA,1045810
NVEC,724910
ORCL,1341439
OTEX,1002638
PCTI,1057083
PEGA,1013857
PKE,76267
PLPC,80035
POWI,833640
QCOM,804328
RELL,355948
RFIL,740664
SABR,1597033
SAIC,1571123
SAP,1000184
SCND,87802
SILC,916793
SIMO,1329394
SLP,1023459
SSNC,1402436
STM,932787
STX,1137789
SVT,89140
SWKS,4127
TACT,1017303
TAIT,942126
TEL,1385157
TER,97210
TESS,927355
TSM,1046179
TXN,97476
UMC,1033767
VSH,103730
WCRS,1363958
WDC,106040
WIRE,850460
WIT,1123799
WSO,105016
WSTG,945983
XRX,1770450
